time(ms)	OriginalData	FilteredData
179.013	-3.46556	0
180.044	0.345347	0
181.013	-0.899075	0
182.019	-1.26579	0
183.007	0.740135	0
184.016	-1.81024	0
185.006	-3.1135	0
186.012	3.31101	0
187.015	-2.46333	0
188.017	3.23435	0
189.007	2.40376	0
190.006	-0.0506606	0
191.014	-1.36979	0
192.018	-0.807031	0
193.019	-3.98755	0
194.01	1.05704	0
195.015	-1.66668	0
196.051	0.522599	0
197.053	2.16156	0
198.006	-2.16034	0
199.014	1.37541	0
200.015	-2.00873	0
201.017	-2.32734	0
202.008	0.443739	0
203.016	-0.522355	0
204.02	1.95575	0
205.018	-1.08072	0
206.013	-2.57442	0
207.01	-2.05609	0
208.008	-0.413709	0
209.015	-0.857082	0
210.015	-3.20042	0
211.016	-2.48311	0
212.015	-1.70061	0
213.015	-0.839015	0
214.015	2.91354	0
215.021	0.750389	0
216.011	3.64086	0
217.009	2.71603	0
218.018	3.40306	0
219.028	-3.85327	0
220.049	-0.1283	0
221.013	3.71459	0
222.016	-3.52611	0
223.017	-2.68868	0
224.022	-2.49019	0
225.009	-3.39305	0
226.023	-3.23679	0
227.01	2.36958	0
228.018	0.0728784	0
229.017	-2.84103	0
230.018	2.02631	0
231.022	-1.09708	0
232.028	2.27314	0
233.06	0.861232	0
234.018	2.90353	0
235.01	-0.351207	0
236.02	-0.0819116	0
237.016	2.23164	0
238.019	2.01654	0
239.046	2.21601	0
240.02	3.76342	0
241.02	2.258	0
242.015	-3.36033	0
243.012	2.06635	0
244.023	-2.43257	0
245.03	-0.768456	0
246.018	3.20164	0
247.017	0.0123296	0
248.015	0.601214	0
249.012	2.21918	0
250.021	-2.13642	0
251.022	-2.52119	0
252.02	-1.14127	0
253.018	-1.57121	0
254.014	3.42845	0
255.026	0.781884	0
256.022	1.22379	0
257.021	1.71404	0
258.02	-3.17673	0
259.022	3.67309	0
260.057	0.836818	0
261.027	1.46916	0
262.015	3.41624	0
263.073	1.39811	0
264.022	1.91693	0
265.023	3.16599	0
266.027	-3.59545	0
267.016	-2.477	0
268.022	-3.7141	0
269.028	3.78051	0
270.017	-0.462294	0
271.017	0.774316	0
272.026	1.84637	0
273.057	-2.64107	0
274.021	3.41234	0
275.024	-2.85421	0
276.023	-0.73867	0
277.024	-2.02142	0
278.028	-2.39985	0
279.016	-1.47966	0
280.017	-0.911039	0
281.029	-0.656392	0
282.016	0.851222	0
283.024	1.05802	0
284.025	3.61962	0
285.035	2.27558	0
286.103	-0.373669	0
287.065	2.59883	0
288.057	-0.335582	0
289.066	-2.65719	0
290.064	-2.79244	0
291.068	0.331675	0
292.06	2.55074	0
293.063	1.8825	0
294.069	3.63671	0
295.075	-2.01971	0
296.103	-0.434462	0
297.061	-1.34074	0
298.085	0.730857	0
299.12	-0.248909	0
300.065	-2.89206	0
301.066	3.41942	0
302.071	0.428846	0
303.063	-3.69897	0
304.062	3.79003	0
305.071	-3.41917	0
306.06	-1.28654	0
307.06	-0.0316172	0
308.066	1.74187	0
309.067	2.31855	0
310.068	-0.638569	0
311.07	-1.48112	0
312.062	2.37202	0
313.125	2.28657	0
314.07	-2.22602	0
315.061	-3.34007	0
316.068	-1.17228	0
317.068	-0.767235	0
318.067	3.13303	0
319.068	-1.43156	0
320.078	-0.587542	0
321.071	-2.24628	0
322.06	-2.86325	0
323.072	-3.31639	0
324.062	2.20063	0
325.092	1.44035	0
326.149	3.56444	0
327.112	-3.98169	0
328.108	-0.888333	0
329.109	1.66375	0
330.109	-1.08536	0
331.108	3.23338	0
332.121	-2.3166	0
333.141	1.25211	0
334.106	-1.62053	0
335.102	1.72796	0
336.113	-3.20066	0
337.101	0.308237	0
338.146	-0.611469	0
339.158	1.99677	0
340.112	0.620502	0
341.111	3.41722	0
342.11	-3.01267	0
343.11	-3.49852	0
344.111	-1.03311	0
345.11	-0.504776	0
346.114	1.28996	0
347.106	-3.68993	0
348.102	-1.5927	0
349.11	-2.47066	0
350.11	-0.737693	0
351.112	2.74752	0
352.107	0.297494	0
353.165	-2.5439	0
354.111	-0.918119	0
355.113	3.31663	0
356.112	2.02313	0
357.111	3.43382	0
358.116	3.3264	0
359.107	-2.86813	0
360.105	-2.30219	0
361.162	-1.24894	0
362.111	1.23991	0
363.119	3.12033	0
364.146	-1.43937	0
365.112	-2.36811	0
366.162	2.32905	0
367.136	0.236213	0
368.133	1.33	0
369.133	-2.82443	0
370.132	1.53362	0
371.141	0.94351	0
372.131	-3.24143	0
373.138	0.690329	0
374.137	2.22993	0
375.138	-0.787011	0
376.138	2.64229	0
377.142	-0.33314	0
378.132	3.30784	0
379.213	2.28388	0
380.139	-2.46797	0
381.133	-2.3564	0
382.139	-3.42088	0
383.139	-0.557268	0
384.142	3.39988	0
385.132	3.21018	0
386.143	0.763329	0
387.14	-2.93161	0
388.132	1.50481	0
389.14	3.4033	0
390.14	2.29975	0
391.144	-2.81051	0
392.136	1.71648	0
393.176	-3.25608	0
394.139	-2.76046	0
395.173	0.811914	0
396.135	-2.46138	0
397.142	1.163	0
398.141	-3.53343	0
399.141	1.25748	0
400.14	-0.91348	0
401.141	-3.93188	0
402.146	-3.50609	0
403.134	0.772118	0
404.145	-3.73266	0
405.132	1.80438	0
406.224	2.09076	0
407.177	-0.352916	0
408.167	-3.58495	0
409.174	-0.251106	0
410.174	-1.01505	0
411.175	-0.893704	0
412.174	-3.37425	0
413.18	0.30433	0
414.167	2.89792	0
415.169	-0.789209	0
416.177	3.04929	0
417.167	2.02509	0
418.193	3.15183	0
419.235	1.02701	0
420.172	-2.61861	0
421.168	-2.85958	0
422.179	-0.888821	0
423.168	2.31098	0
424.181	2.81051	0
425.169	-1.28556	0
426.179	3.69677	0
427.177	3.95923	0
428.177	-2.33369	0
429.177	-3.30222	0
430.176	-3.76806	0
431.18	0.473769	0
432.171	-2.9758	0
433.223	2.12079	0
434.177	2.86593	0
435.173	3.6953	0
436.17	2.50874	0
437.177	-1.32511	0
438.177	-1.17814	0
439.176	1.04776	0
440.181	-3.447	0
441.177	0.938627	0
442.179	2.73043	0
443.178	1.55315	0
444.181	1.36222	0
445.179	-1.51042	0
446.23	1.28263	0
447.182	-1.14176	0
448.178	2.82638	0
449.211	1.16105	0
450.171	2.46821	0
451.175	-3.46971	0
452.18	-0.360485	0
453.178	-3.31394	0
454.179	-0.362194	0
455.182	-3.13523	0
456.172	1.87201	0
457.184	3.98511	0
458.204	0.644673	0
459.209	2.46187	0
460.181	-0.757469	0
461.173	1.34074	0
462.183	0.314829	0
463.172	3.81664	0
464.183	3.34812	0
465.174	0.717673	0
466.186	2.49458	0
467.177	2.17597	0
468.21	0.0931425	0
469.175	-0.531632	0
470.182	1.92572	0
471.182	0.909574	0
472.185	-3.42625	0
473.218	0.683004	0
474.179	0.201788	0
475.186	-1.35051	0
476.173	-1.33488	0
477.179	1.42839	0
478.182	-1.95209	0
479.186	-2.55831	0
480.174	-0.439344	0
481.182	-3.87231	0
482.182	-1.81707	0
483.187	3.16623	0
484.178	-0.484268	0
485.188	-1.66863	0
486.177	1.0065	0
487.175	-0.529435	0
488.182	1.04386	0
489.186	0.127567	0
490.178	3.36692	0
491.179	0.47084	0
492.184	-0.183966	0
493.183	0.44496	0
494.186	-1.34587	0
495.182	3.46776	0
496.184	3.51341	0
497.183	-2.50606	0
498.209	-3.5244	0
499.265	2.92672	0
500.187	2.88253	0
501.186	-3.39964	0
502.181	-3.84619	0
503.178	-1.02359	0
504.186	-0.755028	0
505.191	0.679586	0
506.181	-3.69237	0
507.181	1.67107	0
508.186	-3.29148	0
509.187	2.59908	0
510.189	-1.24137	0
511.19	-3.73217	0
512.182	-0.667379	0
513.189	2.68502	0
514.183	1.017	0
515.192	-1.22745	0
516.179	1.49602	0
517.187	-1.38298	0
518.187	-0.405652	0
519.187	-1.00308	0
520.188	3.71874	0
521.188	2.96481	0
522.185	-1.60417	0
523.195	0.386364	0
524.183	2.18549	0
525.205	3.61425	0
526.224	-3.56029	0
527.185	1.85833	0
528.188	0.224738	0
529.188	2.33442	0
530.189	-2.84494	0
531.23	2.91061	0
532.187	-2.01215	0
533.181	-1.26261	0
534.194	-2.4919	0
535.182	-2.75753	0
536.189	0.584124	0
537.239	-1.12467	0
538.201	-0.794092	0
539.219	-3.85717	0
540.191	0.91641	0
541.191	3.72997	0
542.191	0.228889	0
543.19	-1.10636	0
544.193	1.47233	0
545.184	0.842189	0
546.186	0.941069	0
547.191	-0.562639	0
548.194	-0.683004	0
549.183	2.33442	0
550.191	-0.971831	0
551.194	2.56368	0
552.192	-1.4611	0
553.227	0.568743	0
554.189	-0.484512	0
555.191	2.85861	0
556.196	-1.60027	0
557.187	-3.29856	0
558.184	-1.8891	0
559.192	3.6704	0
560.192	-2.5627	0
561.191	-2.62642	0
562.192	-3.87133	0
563.192	-2.65963	0
564.196	1.77068	0
565.193	-1.20475	0
566.231	-2.75924	0
567.192	-0.0479751	0
568.186	-2.14154	0
569.193	-2.53218	0
570.193	-3.69506	0
571.197	-2.15912	0
572.186	-2.03778	0
573.193	-1.20035	0
574.193	-1.47673	0
575.197	3.12522	0
576.186	-1.44035	0
577.185	-1.14029	0
578.218	-0.824366	0
579.243	3.49852	0
580.194	-0.0352795	0
581.188	-1.476	0
582.195	2.18525	0
583.194	3.53954	0
584.213	-0.602924	0
585.218	1.26164	0
586.193	-0.24134	0
587.189	-1.21183	0
588.195	1.75799	0
589.199	-2.1894	0
590.188	-0.642964	0
591.198	-0.164678	0
592.191	0.356822	0
593.23	0.996735	0
594.192	-3.75805	0
595.19	3.67968	0
596.196	3.84252	0
597.196	-2.06024	0
598.195	1.85369	0
599.195	-2.40107	0
600.199	-2.41377	0
601.188	2.90426	0
602.201	2.26337	0
603.188	-3.21018	0
604.191	3.77001	0
605.197	-1.96332	0
606.234	-3.04416	0
607.194	1.0192	0
608.197	0.42494	0
609.199	1.24674	0
610.201	0.191534	0
611.194	-0.456679	0
612.19	-0.324351	0
613.19	0.477432	0
614.199	3.19211	0
615.198	-2.4565	0
616.2	-2.56417	0
617.19	1.61589	0
618.212	3.40892	0
619.259	1.3256	0
620.197	-1.19132	0
621.192	1.29533	0
622.195	3.11765	0
623.191	-0.464736	0
624.202	-0.562151	0
625.2	3.83813	0
626.203	3.59081	0
627.199	-2.35981	0
628.199	-0.935942	0
629.203	-2.41279	0
630.192	1.09879	0
631.194	-1.07242	0
632.2	-0.465468	0
633.235	1.88177	0
634.197	2.98849	0
635.2	-2.73458	0
636.201	-0.486709	0
637.2	3.91992	0
638.205	-1.90838	0
639.193	2.88253	0
640.192	2.14789	0
641.2	0.763573	0
642.199	3.70971	0
643.2	-1.58953	0
644.205	-0.0640888	0
645.193	-2.26484	0
646.236	3.42576	0
647.201	-1.55461	0
648.193	1.04801	0
649.201	2.45357	0
650.202	1.99896	0
651.202	-2.12909	0
652.201	-2.64913	0
653.202	1.75897	0
654.201	3.58226	0
655.208	-1.79876	0
656.23	2.38545	0
657.203	0.782372	0
658.2	3.52074	0
659.285	1.18571	0
660.206	3.54735	0
661.205	-0.596576	0
662.197	-0.0223396	0
663.204	-1.06803	0
664.207	-3.27903	0
665.2	1.34782	0
666.199	3.63915	0
667.197	1.79339	0
668.204	3.61644	0
669.204	3.17722	0
670.204	3.74511	0
671.205	-2.72823	0
672.205	0.0587177	0
673.238	2.41963	0
674.206	-3.30003	0
675.197	1.18766	0
676.205	-0.517716	0
677.208	-3.91137	0
678.197	3.51317	0
679.205	-1.6364	0
680.205	3.87597	0
681.204	0.847072	0
682.204	-1.68792	0
683.21	-1.92523	0
684.199	2.4333	0
685.198	2.05487	0
686.241	2.19013	0
687.206	1.51531	0
688.203	2.15473	0
689.199	-1.03507	0
690.206	0.627338	0
691.209	2.52901	0
692.204	-1.34684	0
693.196	-2.69552	0
694.208	2.74288	0
695.207	2.85641	0
696.206	-0.586566	0
697.207	-3.50072	0
698.233	-3.37669	0
699.286	3.14866	0
700.207	-0.2472	0
701.205	-1.21256	0
702.209	-1.01993	0
703.208	-1.0065	0
704.211	-0.262337	0
705.199	-0.525529	0
706.211	1.38444	0
707.209	-0.7875	0
708.208	2.30073	0
709.208	1.57903	0
710.213	3.33152	0
711.202	-0.332408	0
712.203	0.812159	0
713.21	-1.88153	0
714.204	-1.61834	0
715.211	1.83758	0
716.214	0.354625	0
717.202	-2.71334	0
718.21	-0.369274	0
719.213	1.4091	0
720.202	0.950835	0
721.206	1.76995	0
722.203	2.75655	0
723.209	-3.86743	0
724.212	2.99338	0
725.21	1.45647	0
726.246	-3.10398	0
727.21	2.19501	0
728.206	3.12912	0
729.203	2.7839	0
730.212	1.59929	0
731.214	0.356334	0
732.207	0.846583	0
733.203	1.97919	0
734.21	0.111209	0
735.211	1.10465	0
736.211	0.014771	0
737.214	-2.56172	0
738.204	3.23264	0
739.227	-1.92669	0
740.215	1.62761	0
741.207	-3.5034	0
742.212	2.00751	0
743.216	-1.02359	0
744.207	3.99951	0
745.206	-0.159551	0
746.217	3.4912	0
747.212	-0.690573	0
748.204	-1.3361	0
749.212	-1.19205	0
750.213	3.84399	0
751.216	0.0640888	0
752.207	2.22895	0
753.214	0.832667	0
754.214	-2.99606	0
755.209	-1.29044	0
756.205	0.428602	0
757.213	-1.72478	0
758.213	1.18937	0
759.214	-1.30851	0
760.214	-3.36424	0
761.213	-0.101199	0
762.214	1.47526	0
763.218	-1.30753	0
764.21	1.0712	0
765.255	0.231086	0
766.219	-1.29655	0
767.212	-1.08853	0
768.215	0.970122	0
769.214	-1.92914	0
770.215	-1.03433	0
771.218	1.60759	0
772.206	3.94946	0
773.219	3.38328	0
774.205	-2.08197	0
775.242	3.15964	0
776.214	2.83004	0
777.208	-0.165166	0
778.215	2.17328	0
779.227	2.89132	0
780.248	2.1601	0
781.215	2.22236	0
782.222	-1.98138	0
783.209	1.9118	0
784.22	2.69381	0
785.216	0.0372324	0
786.219	-2.28462	0
787.221	1.22306	0
788.209	-3.9292	0
789.217	-1.57292	0
790.218	1.62444	0
791.22	-3.65966	0
792.205	1.95111	0
793.214	3.79101	0
794.211	-1.5905	0
795.217	1.6823	0
796.217	-0.149052	0
797.218	-2.72897	0
798.222	1.57073	0
799.21	-2.02948	0
800.222	3.93359	0
801.208	-0.618305	0
802.217	-3.44578	0
803.221	3.90332	0
804.213	-2.99777	0
805.218	-2.97092	0
806.255	-3.30955	0
807.217	-2.66451	0
808.222	3.94678	0
809.215	-3.82592	0
810.21	2.21162	0
811.22	-0.767235	0
812.219	-3.10837	0
813.219	3.38304	0
814.219	-3.4055	0
815.219	-2.36592	0
816.223	0.300912	0
817.212	-0.48085	0
818.22	-1.5136	0
819.247	0.885647	0
820.257	0.281137	0
821.221	-3.17234	0
822.223	-0.54677	0
823.216	1.38615	0
824.264	2.34248	0
825.221	2.65816	0
826.222	-2.19013	0
827.222	3.1008	0
828.219	1.85931	0
829.22	-2.92184	0
830.22	-1.22233	0
831.227	-1.91107	0
832.219	3.48534	0
833.22	3.63085	0
834.214	-0.780908	0
835.224	-2.70186	0
836.222	-2.22748	0
837.22	0.475966	0
838.221	3.20164	0
839.221	0.874172	0
840.224	-0.757958	0
841.215	-0.819239	0
842.227	-1.36125	0
843.215	-2.76534	0
844.226	-1.84246	0
845.24	-1.60637	0
846.258	-2.73873	0
847.221	-3.8374	0
848.219	2.25507	0
849.216	3.66283	0
850.224	-3.83715	0
851.226	1.16031	0
852.217	-3.32933	0
853.226	-3.35691	0
854.217	3.1782	0
855.214	-1.67791	0
856.226	-1.67254	0
857.225	-3.05295	0
858.224	0.335093	0
859.25	2.97385	0
860.262	1.02017	0
861.225	3.8811	0
862.225	3.63915	0
863.225	1.32316	0
864.229	3.45579	0
865.218	1.32756	0
866.229	-2.56905	0
867.226	-3.61937	0
868.227	-3.50316	0
869.255	-2.98581	0
870.257	-2.42207	0
871.224	3.39402	0
872.227	-2.1413	0
873.269	-0.573382	0
874.223	-2.26142	0
875.232	-3.95239	0
876.218	2.50703	0
877.226	-0.39198	0
878.226	-3.04221	0
879.227	0.678854	0
880.227	1.01138	0
881.231	-2.89743	0
882.219	-1.15983	0
883.23	3.75976	0
884.228	-1.89886	0
885.228	1.28971	0
886.264	-3.44945	0
887.225	-2.10688	0
888.228	-0.32606	0
889.229	-0.644673	0
890.233	1.893	0
891.223	-0.423475	0
892.22	-3.4929	0
893.229	-1.84246	0
894.229	-3.28147	0
895.228	3.97974	0
896.228	0.924222	0
897.233	3.23215	0
898.22	0.91055	0
899.268	-2.0119	0
900.26	-3.33885	0
901.227	2.18549	0
902.221	-0.802881	0
903.233	-3.23557	0
904.222	2.18915	0
905.228	-0.265755	0
906.232	1.04434	0
907.224	1.07169	0
908.234	3.73827	0
909.223	3.62938	0
910.223	-0.125614	0
911.233	0.614643	0
912.26	-1.72503	0
913.263	0.724021	0
914.227	1.86468	0
915.232	0.647114	0
916.23	-1.31657	0
917.235	-1.56682	0
918.223	2.57295	0
919.236	-2.90695	0
920.223	1.39909	0
921.231	2.83029	0
922.231	1.64202	0
923.236	-2.56563	0
924.234	0.744774	0
925.25	0.63686	0
926.281	-2.16865	0
927.228	-3.38499	0
928.226	2.22163	0
929.233	0.353893	0
930.244	-1.37175	0
931.23	-2.79122	0
932.224	-0.997955	0
933.232	-0.219611	0
934.232	2.68575	0
935.237	-0.895169	0
936.225	-0.123905	0
937.233	-0.824366	0
938.232	-2.66158	0
939.26	-0.0426037	0
940.266	0.900296	0
941.233	-0.689108	0
942.227	1.44963	0
943.235	3.6516	0
944.236	-2.99924	0
945.234	-0.338511	0
946.229	3.83129	0
947.236	-1.96478	0
948.225	-2.22065	0
949.234	-0.0103762	0
950.234	3.49681	0
951.238	3.16599	0
952.239	-0.229377	0
953.269	-3.43113	0
954.232	1.99017	0
955.229	-0.677145	0
956.235	-0.59389	0
957.235	0.29725	0
958.235	2.04169	0
959.236	-3.96387	0
960.235	-1.07242	0
961.236	3.95312	0
962.239	-1.19474	0
963.231	3.38035	0
964.231	1.50578	0
965.263	-2.1601	0
966.236	1.92059	0
967.231	-1.21622	0
968.238	3.81201	0
969.237	1.0734	0
970.237	2.65499	0
971.241	2.60494	0
972.229	-1.70794	0
973.237	-0.243049	0
974.287	-3.6267	0
975.251	3.72118	0
976.272	1.39445	0
977.239	-0.700339	0
978.238	-1.41398	0
979.297	0.387341	0
980.24	-0.00012207	0
981.235	2.12519	0
982.239	-3.17576	0
983.242	1.60613	0
984.232	0.306528	0
985.253	-1.98138	0
986.234	0.595599	0
987.231	-1.73284	0
988.239	-0.584613	0
989.251	2.36714	0
990.268	3.66405	0
991.236	-2.7004	0
992.243	-0.127811	0
993.275	-2.46113	0
994.239	-3.08811	0
995.233	0.0907011	0
996.255	-0.591693	0
997.233	-3.34471	0
998.243	-1.97113	0
999.233	2.42109	0
1000.23	-3.86084	0
1001.24	-3.0007	0
1002.23	-3.72338	0
1003.24	1.16495	0
1004.25	-2.5378	0
1005.24	2.32026	0
1006.28	2.58516	0
1007.26	-2.99509	0
1008.23	0.910306	0
1009.23	1.2736	0
1010.24	-0.775292	0
1011.24	2.41572	0
1012.23	-0.793603	0
1013.24	1.25578	0
1014.24	3.30784	0
1015.24	-3.84252	0
1016.31	1.77361	0
1017.24	-3.12351	0
1018.26	-1.63347	0
1019.27	1.54289	0
1020.24	-3.05368	0
1021.24	-3.67528	0
1022.24	-3.73778	0
1023.28	-2.28803	0
1024.23	-0.864406	0
1025.25	0.871975	0
1026.24	-0.330943	0
1027.24	1.17765	0
1028.24	1.19669	0
1029.27	-3.23264	0
1030.24	-0.612445	0
1031.25	2.88546	0
1032.24	0.250862	0
1033.28	-1.22379	0
1034.24	0.736717	0
1035.25	2.03754	0
1036.24	-2.79	0
1037.25	-3.39525	0
1038.24	-2.72579	0
1039.24	-2.06488	0
1040.27	2.25385	0
1041.24	3.468	0
1042.24	-1.90716	0
1043.25	-2.91672	0
1044.24	2.51045	0
1045.26	2.0473	0
1046.27	2.94845	0
1047.25	0.8146	0
1048.24	-3.81005	0
1049.25	3.09055	0
1050.25	-0.538469	0
1051.27	-1.32463	0
1052.25	1.42302	0
1053.24	3.89941	0
1054.24	-3.34837	0
1055.25	-3.17014	0
1056.25	0.0479751	0
1057.25	-2.039	0
1058.25	1.04752	0
1059.26	2.72945	0
1060.25	-3.39354	0
1061.25	-1.03262	0
1062.27	-2.37666	0
1063.24	3.29612	0
1064.24	0.789209	0
1065.25	-1.52385	0
1066.28	1.81854	0
1067.26	1.87347	0
1068.25	1.58391	0
1069.34	-3.53612	0
1070.26	-3.12009	0
1071.35	-0.807276	0
1072.31	-2.62008	0
1073.28	0.0169683	0
1074.27	-1.21354	0
1075.26	-0.396619	0
1076.25	-1.72723	0
1077.3	1.41569	0
1078.25	-1.00137	0
1079.27	-0.178838	0
1080.26	0.82339	0
1081.27	-1.14322	0
1082.26	3.28855	0
1083.27	1.43986	0
1084.27	3.51903	0
1085.31	-0.931059	0
1086.3	-3.10349	0
1087.25	-3.54002	0
1088.27	-0.810694	0
1089.26	1.06656	0
1090.27	-1.73235	0
1091.27	-0.91641	0
1092.26	-3.37547	0
1093.27	-3.70409	0
1094.26	-0.386608	0
1095.27	1.02213	0
1096.27	-0.353404	0
1097.31	0.421278	0
1098.26	-3.44505	0
1099.27	3.57299	0
1100.28	3.88281	0
1101.25	0.00109863	0
1102.28	1.0922	0
1103.29	3.70971	0
1104.27	3.49388	0
1105.28	-2.69381	0
1106.34	0.151006	0
1107.27	-0.561174	0
1108.25	-3.89453	0
1109.26	-3.47288	0
1110.28	1.96039	0
1111.29	3.67162	0
1112.27	2.19086	0
1113.27	2.62374	0
1114.27	-3.49461	0
1115.29	3.86181	0
1116.26	-0.842189	0
1117.26	-3.93799	0
1118.32	-3.68896	0
1119.27	0.659322	0
1120.26	2.3896	0
1121.27	2.6982	0
1122.25	-0.199591	0
1123.28	-1.17179	0
1124.35	1.48723	0
1125.27	-1.9555	0
1126.27	3.48485	0
1127.26	3.68285	0
1128.28	-0.0340586	0
1129.27	-2.81613	0
1130.27	1.2299	0
1131.27	0.286263	0
1132.27	2.65548	0
1133.28	-2.43013	0
1134.26	0.850245	0
1135.26	0.667379	0
1136.25	-0.94937	0
1137.27	-2.02997	0
1138.27	-3.71776	0
1139.29	0.302133	0
1140.27	2.86959	0
1141.27	0.797998	0
1142.27	-2.4145	0
1143.27	1.10978	0
1144.3	-3.93994	0
1145.27	-2.91232	0
1146.27	1.02115	0
1147.3	-1.78338	0
1148.25	-2.48628	0
1149.32	1.35759	0
1150.27	1.45988	0
1151.32	-0.266243	0
1152.27	0.729148	0
1153.27	-0.384655	0
1154.26	1.36637	0
1155.27	0.801172	0
1156.27	0.680563	0
1157.27	-2.24628	0
1158.26	-1.38591	0
1159.28	-2.85299	0
1160.28	-1.86029	0
1161.31	1.58635	0
1162.27	3.37596	0
1163.27	-0.586077	0
1164.28	1.70061	0
1165.29	3.77416	0
1166.28	2.34321	0
1167.26	-2.50215	0
1168.26	3.75536	0
1169.28	0.89346	0
1170.28	0.525773	0
1171.29	-3.84375	0
1172.26	-1.32389	0
1173.27	3.8938	0
1174.26	2.87594	0
1175.27	-0.870022	0
1176.26	3.4492	0
1177.27	1.19645	0
1178.32	1.99335	0
1179.29	-0.970366	0
1180.27	-2.98947	0
1181.26	-2.31635	0
1182.27	2.15717	0
1183.27	2.24042	0
1184.28	2.5378	0
1185.26	0.828272	0
1186.27	1.93646	0
1187.28	2.09027	0
1188.27	-3.0593	0
